column,mean_before,mean_after,skew_before,skew_after,pct_capped
annual_inc,76600.63475412641,75003.32665093207,47.23358272151022,1.7147010414190627,1.998613572108884
revol_bal,16482.425569810992,15744.995148923937,13.973162436098496,2.596335665766559,1.9995333976096243
tot_cur_bal,140782.58274541152,138430.91324005192,2.7977110345969707,1.4885533699121036,1.999449777109557
avg_cur_bal,13420.592285731966,13135.701943886505,3.846577521449793,1.888824902750047,1.9985583620852572
