payment_fields_checked,total_rows,distinct_loan_ids,one_row_per_loan
"total_pymnt, total_pymnt_inv, total_rec_prncp, total_rec_int, total_rec_late_fee, recoveries, collection_recovery_fee, last_pymnt_d, last_pymnt_amnt, next_pymnt_d, out_prncp, out_prncp_inv",2260701,2260701,True
