file,n_columns,n_rows,columns
../../data/01_raw/rejected_2007_to_2018Q4.csv.gz,9,27648741,"Amount Requested, Application Date, Loan Title, Risk_Score, Debt-To-Income Ratio, Zip Code, State, Employment Length, Policy Code"
