income_tertile,credit_card,debt_consolidation,small_business
1,0.20714065527567377,0.24628427390881974,0.3127171646977067
2,0.176983035304906,0.22042799501447072,0.32223508975101334
3,0.1379298890537458,0.18348168634878995,0.29331823329558326
