grade,2013_pct,2017_pct
A,0.13114596006053234,0.1588107795252804
B,0.32725290050740335,0.2775851784480366
C,0.28285510815702797,0.32434842695235677
D,0.15256223850924305,0.1448196030025809
E,0.06720126999198837,0.060323291263340045
F,0.03258063558944838,0.02155078224201369
G,0.006401887184356548,0.012561938566391647
